datetime,pm25,pm10,no2,co,so2,o3,temp,rh,wind,rain
2015-01-01 00:00:00,150.8496704152016,257.3109901487289,32.66455380182943,1.2042114872112024,4.816183352511068,1.36459267732922,17.926894752820374,42.0584397484789,0.1,1.0851202228119317
2015-01-01 01:00:00,132.37012010430868,254.49546751241022,31.878915039322774,0.8608297908616149,1.9377023645183913,1.0,16.65556899161637,37.96057198853718,0.1,0.0
2015-01-01 02:00:00,157.99451837695904,256.4193898180937,28.3201583128545,0.07468175864170445,4.197653134401993,2.5169397698659557,17.28374799442003,37.41219996720863,0.1,0.0
2015-01-01 03:00:00,173.35821528403596,269.40669030521246,33.00065100821619,2.563948268394282,7.383085059430707,1.0,34.383130880735905,17.713271647955995,0.1,0.3937225209535529
2015-01-01 04:00:00,201.75382703652488,335.95634260522104,30.997889777925554,1.3266200804217265,2.140768367956123,1.0,18.198380872374187,39.90330327664312,0.1,0.0
2015-01-01 05:00:00,173.02037686290714,325.0353177082287,21.101362771839,0.05,7.517151477028531,8.157384870903318,27.103821348456073,27.436890543744834,0.1,1.951090498130985
2015-01-01 06:00:00,157.8475143695719,312.1236263178771,17.474513840960206,0.05,6.812459372834731,9.114500454281295,23.380646594804205,36.36426643356282,0.1,0.0
2015-01-01 07:00:00,191.48731145429642,304.7819421524535,56.421168861947336,0.6729273448254727,7.098135671483647,7.929279694111527,32.82353248825509,24.585317899321517,0.1,0.0
2015-01-01 08:00:00,162.7410317639172,275.2584991120501,69.81568254502875,1.9313457030758814,9.989685943813713,1.0,32.70130830804429,28.532019654966803,0.1,1.0265349945435625
2015-01-01 09:00:00,161.19649651581847,254.95774752874183,63.54943923725466,3.3410003695163923,10.513959097140823,1.0,33.116298903589545,26.888238768109957,0.1,0.0
2015-01-01 10:00:00,97.05369424979193,225.07723207669807,24.6242880998815,0.05,5.320727020624175,5.859968609802793,37.203207499459644,25.52738336897174,0.1,0.0
2015-01-01 11:00:00,86.80548344203845,206.27918476726487,26.737607582611684,1.1115014871943623,5.533946900493152,6.312000295279109,41.169222878421536,14.343143470862461,0.5761164010883877,1.5038662533567946
2015-01-01 12:00:00,93.16911640160099,183.45490390224646,25.383728789445875,0.05,7.044532346826288,54.268185797864135,36.11949900341108,19.65192169557068,0.1,0.0
2015-01-01 13:00:00,68.05157680013522,174.58109718911152,16.177277531541367,0.05,4.091756244075624,50.64363197579883,34.174649637543475,22.00338747414247,0.1,0.0
2015-01-01 14:00:00,108.27826531547899,172.99966205319393,16.76045674544186,0.05,6.399148645225245,47.50762611397153,37.61137757496553,15.061202427649759,0.1,0.5939694207125358
2015-01-01 15:00:00,55.51909102139588,82.33036830928044,28.353599345397544,1.6365557331999931,5.8135235519579505,38.15442264475708,32.09852546817718,31.11861679871896,0.1,1.3131073814060512
2015-01-01 16:00:00,101.3386016455679,169.3407051633495,32.825343830164755,0.05,6.661773913681053,42.11578073178645,20.240726571172942,43.67090556819214,0.1,0.0
2015-01-01 17:00:00,70.2301128613167,168.2308400102868,24.99340352040174,0.05,5.573377241101734,5.590920822571204,19.12079179989697,41.687583578194086,0.1,5.440339013221487
2015-01-01 18:00:00,89.0638291562379,182.33481313181525,44.344804439241926,0.39708043948197236,9.865106207856375,7.089183178521333,26.35738835839606,31.20751213377806,0.1,0.0
2015-01-01 19:00:00,125.39604850925265,211.15035567222026,51.96006898082931,0.39893582652769943,10.307744277353995,4.515124782011374,20.501590157183703,34.211999475830325,0.1,0.0
2015-01-01 20:00:00,147.68188886415112,230.17884177432543,61.68155373705832,2.6664662167447437,7.206272090706468,1.0,19.261386639008364,38.20392069970537,0.1,7.705463944492254
2015-01-01 21:00:00,168.43155721686537,257.78112568020845,29.6322968013673,0.05,5.004924487772943,7.0394693566839495,20.00693700436871,33.43953806343739,0.1,0.16374829924117867
2015-01-01 22:00:00,140.35183931305156,262.58345444908446,26.374046736566445,0.05,5.168045541046072,10.281369862774893,25.36905404580739,27.384199186676696,0.1,1.3591956677687782
2015-01-01 23:00:00,160.81887566239578,295.7283569818259,26.433963804193365,0.05,9.199689584279726,5.218892708834542,14.388484783959676,37.67458872181899,0.1,1.7048668827007682
2015-01-02 00:00:00,131.3770501400953,257.59717819566293,31.5133189764299,1.4616576172175644,3.3335276995230028,2.0554428925332306,21.479241245228714,30.082418964045516,1.2713686870609247,0.8099635231673324
2015-01-02 01:00:00,151.37064679735565,264.50522408854545,39.899139075376986,1.709678090530045,2.91009884050715,1.9079022419988918,26.039451169152358,29.417954332241266,0.1,1.5492683005171748
2015-01-02 02:00:00,120.01692634037288,257.0405915283994,17.374959717668645,2.4672938943036176,5.360331700392344,1.0,32.15556773626179,22.938776725106912,0.1,0.26148118725732494
2015-01-02 03:00:00,133.77722570912553,249.9886984819923,31.438343898809084,0.1393715994685073,3.94835454352593,6.404615482886992,26.58126777546063,28.18480074413653,0.1,0.0
2015-01-02 04:00:00,215.7782358864106,338.6816043524606,44.77506533381478,3.03682986726989,8.678855087287191,1.0,21.338867890020502,36.175063958772164,0.1,0.0
2015-01-02 05:00:00,169.82822013469647,323.44635192939313,28.438274976014497,1.8016390262940396,5.896249205690604,1.0,26.742117798633764,32.22828784568221,0.20767061043846646,1.259257841254425
2015-01-02 06:00:00,152.99634122858117,310.09066123999906,30.923516432681158,0.8010516156289913,5.731278756716626,5.060240414390999,34.509134455678414,23.56766173116513,0.1,0.0
2015-01-02 07:00:00,184.5442869862224,301.7843346406935,64.45358831969425,1.7446216308888056,14.162485046085365,3.8696775620746204,33.901290105938976,24.43044820454284,0.1,0.0
2015-01-02 08:00:00,165.35280575262868,275.8338720520092,61.97938801225865,3.4518458538364194,9.336982855852085,1.0,30.32593914225191,31.908399096063288,0.1,1.2566911756149273
2015-01-02 09:00:00,122.78288589017491,244.37191649738048,61.58584275077854,1.6023675389939158,13.382602601311769,2.302693605221571,34.19054662192419,22.1206639867417,0.1,0.0
2015-01-02 10:00:00,119.37790095251496,228.93865986486153,28.076255937846774,0.5151826386904633,4.963621739722235,5.353690801257581,40.10063894814719,13.159527148101986,0.1,0.0
2015-01-02 11:00:00,151.85522714321343,214.51663006165586,36.55192556727096,2.096120343945807,5.270127368983115,1.0,36.57150784938354,21.6035003928987,0.1,0.0
2015-01-02 12:00:00,140.88726511932035,196.6697849952012,29.583778416721046,1.357696227073882,6.606714946478855,39.906779541595675,35.13530055664766,24.277778185562852,0.1,0.0
2015-01-02 13:00:00,113.65502692917113,176.43172114851805,38.540912315291436,2.0281504432837933,9.199906562137999,38.26382835533252,34.05819365231972,25.65716074532945,1.1452114560002091,0.0
2015-01-02 14:00:00,63.63207085808891,159.89018141795077,17.816252092734935,0.05,3.4193813857268234,40.659235970232885,22.834075808271464,40.482435931792786,0.1,0.0
2015-01-02 15:00:00,45.57795657530159,82.37668587516441,24.999273803687593,1.517398616922258,6.822174356265876,36.88899371807838,20.571923088839956,37.84936573480053,0.1,2.475632933400982
2015-01-02 16:00:00,58.57832899163251,160.90972848135794,25.5769083756685,0.05,4.667005190503792,45.12429317646851,27.924943020747104,27.27588350382782,0.1,1.0288777967271985
2015-01-02 17:00:00,79.15006930318106,165.80618375813853,23.963020908320956,2.027274099144308,5.9698560327415615,1.0,28.87835473150851,30.594873943201115,0.1,0.1350369796998372
2015-01-02 18:00:00,158.11008513674156,198.91318565930567,45.73411586861065,0.05,11.17432471948281,9.291583027733761,19.15288138513447,36.7388301620589,0.4818742414199213,0.0
2015-01-02 19:00:00,59.064266854195786,193.61409182209707,50.75002976209385,1.6838994648770935,13.463840681237125,5.699739392489299,33.853844647603594,22.448784953200054,0.1,0.0
2015-01-02 20:00:00,117.58492779652926,227.32732524144387,39.17615468816803,0.47100889967764126,8.179247323239558,7.975594883894452,27.206371578587504,26.876561263338935,0.1,0.0
2015-01-02 21:00:00,153.80654089169076,255.57495850645347,26.639229446727377,2.104726603829103,4.639276971603227,1.0,25.598132820024652,27.07924149036436,0.1,0.0
2015-01-02 22:00:00,175.73519814663422,272.83313333697583,26.191580399311174,0.871370260099759,4.952043555931553,1.0082303493912612,16.257595213313675,41.996167240598474,0.1,0.0
2015-01-02 23:00:00,110.98900019096234,279.9546314935476,21.94649281017884,1.366329547359091,8.302942848315553,1.9169462763436247,17.497285407462964,37.62698643916534,2.7379872774357903,2.239150102762864
2015-01-03 00:00:00,119.27182149172506,251.2633638568849,25.988865821429535,2.9166744098344974,4.055053321260593,1.0,23.53558660772935,26.68284278598748,1.1839220604716774,1.7632797343088265
2015-01-03 01:00:00,171.99718118421478,267.55764254736846,26.675080399154282,0.05,8.276041667543266,5.604974073997281,19.369149179707854,33.91990308759829,0.1,0.0
2015-01-03 02:00:00,185.7528812387458,269.6405793590023,23.335524977320745,1.6551927655873526,4.373566398138575,1.2076387573496652,24.928755750776276,27.32584380541191,0.1,0.0
2015-01-03 03:00:00,139.13064566327594,258.75904233598243,23.26135656945745,0.05,4.911907145606261,8.637434636765946,29.185871152473773,25.16163762139286,0.1,1.502774434590347
2015-01-03 04:00:00,181.454540956068,337.4883106287067,32.98665391733264,3.280803284426931,3.4693788634864537,1.0,21.646405542629275,31.86457392563575,0.1,0.0
2015-01-03 05:00:00,155.53277765307593,316.6300284272668,27.347806842054034,0.3846047768960987,4.283340042941943,3.5128728403578644,27.317297985845858,26.646376081459934,0.423662165145704,0.0
2015-01-03 06:00:00,164.26221259524993,305.56687056359226,33.78255716496915,2.097166038809258,0.8597690483673519,1.0,31.15997760954373,26.721106913416136,0.1,0.0
2015-01-03 07:00:00,166.79609957148182,293.5094914001027,67.857117385987,2.1981802507819483,12.235477281572502,1.1506535930450188,32.44803963704724,23.433715618299225,0.1,0.0
2015-01-03 08:00:00,201.22045436701498,285.6244659797581,66.84662934796121,2.1891921283579516,13.874466351248255,1.0,35.027950255760395,18.225282825631712,0.1,0.0
2015-01-03 09:00:00,183.48883071897654,258.73125368755296,72.37402534719548,4.328565149148,12.406079414022502,1.0,30.56781024618998,31.37597220598675,0.1,2.287508372352351
2015-01-03 10:00:00,122.13375998019048,225.10532982455538,29.982364055107233,1.079793316056384,6.052618807039855,5.371665542305266,38.455658798241615,17.18232765015632,0.22718235971942402,0.0
2015-01-03 11:00:00,109.1523205434649,202.69285513828123,32.68416322511095,1.713753737250709,7.525490149396894,1.309066210876911,40.083971915209986,16.303808881957544,0.1,0.7546010804148217
2015-01-03 12:00:00,92.22585947626811,183.15342791969593,24.371918006359813,0.05,6.929678756300515,53.2785051211563,40.676236759069816,14.75648395436088,0.1,2.99208899698942
2015-01-03 13:00:00,106.29822099227465,172.86951219380495,29.54006111016826,0.16097200512774368,9.657360905600907,41.874641587643985,30.119507678031134,30.46834962060172,0.1,0.4477681045292653
2015-01-03 14:00:00,101.29637067120093,167.1728315748266,39.888977415433835,1.795652412934556,8.165699200362432,38.93650740973965,31.621090424381265,24.736764581444366,0.1,2.1883833104897596
2015-01-03 15:00:00,58.812306441694616,89.05350440514003,34.66806843161035,2.817738828446241,3.2769230034136956,33.06006800417049,32.43906611741781,27.94607482625275,0.1,0.0
2015-01-03 16:00:00,120.59268750841672,173.9816999612769,28.389778836619,0.6873595055870286,4.666824767490137,39.340373307849966,24.5914099516191,28.07776903683474,0.1,1.392412903678417
2015-01-03 17:00:00,140.2971637279906,180.29048752136688,26.99941254779124,0.42728467698983624,10.134532652759368,3.388322682881855,27.109985278810488,29.75191943667968,0.1,0.0
2015-01-03 18:00:00,91.21847790022859,183.20672886638712,52.81966455565979,0.6211323484364094,8.217470212555591,1.1408834307767184,16.83517006057307,44.310125435850445,0.1,2.1830139767216195
2015-01-03 19:00:00,93.66990472548399,191.458803611024,54.63967450157597,1.8269313004124643,6.585972691533838,1.0,11.123048492372039,46.739236495947615,0.34481160900363705,2.543110507877071
2015-01-03 20:00:00,106.81791450662044,220.62212288433943,46.51122207572705,0.4361053294731405,8.075942334253797,7.371928806256005,22.723860203891345,31.04927911632961,0.1,0.8885267340379004
2015-01-03 21:00:00,150.8757522352802,257.47440486195853,23.878112691208624,1.5568456376984516,6.906591039893032,3.2144707423610845,27.208425351170792,24.94174638163984,0.3318012725000974,0.0
2015-01-03 22:00:00,165.44716801359777,278.8712196217018,23.127834504044877,0.05,1.9510567524258016,3.160181814771611,10.0,50.39773093533341,0.1,3.3929131606941416
2015-01-03 23:00:00,158.93956435991635,294.482987730282,21.010411711961137,0.05,5.530780130248622,8.829472460012322,18.368907253513544,37.302455699951075,0.1,0.0
2015-01-04 00:00:00,111.86229453083914,246.94346031963258,22.90446800328828,1.0445412060848387,5.565585457767025,1.4761861581099538,17.433278836776918,38.723463582478544,0.1,0.0
2015-01-04 01:00:00,127.78467755222135,252.3539416704531,28.297847528546622,0.05,7.060943690408024,4.643446735701125,14.663046976337377,42.58266369606904,1.1597277085986375,2.028740383628761
2015-01-04 02:00:00,96.71379921719395,249.7660064706283,28.293137521230758,1.8727638870843277,6.496022804261651,1.0,25.89467447935534,28.37795492404568,0.1,0.0
